name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url
Women's Alphaglide GORE-TEX,Salomon,"95,96 €",95.96,119.95,20.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1246-0411_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-alphaglide-gore-tex-trailrunningschuhe/
Women's Skychaser GTX,adidas Terrex,"ab 132,76 €",132.76,159.95,17.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1233-0411_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-womens-skychaser-gtx-multisportschuhe/
Women's Offroad Roam,Ecco,"99,95 €",99.95,99.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1250-0511_pic1_1.jpg,https://www.bergfreunde.de/ecco-womens-offroad-roam-sandalen/
Cinquantaquattro High Full Grain Leather Evo GTX,Dolomite,"ab 169,96 €",169.96,199.95,15.0,4.6,24,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1012-0711_pic1_1.jpg,https://www.bergfreunde.de/dolomite-cinquantaquattro-high-full-grain-leather-evo-gtx-sneaker/
Women's Uneek,Keen,"ab 113,95 €",113.95,113.95,0.0,4.3,13,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0207-2711_pic1_1.jpg,https://www.bergfreunde.de/keen-womens-uneek-sandalen/
Kid's Balestrand Aqua Shoe,Trollkids,"17,36 €",17.36,19.95,12.98,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_730-0130-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-balestrand-aqua-shoe-wassersportschuhe/
Women's Panama,Groundies,"139,95 €",139.95,139.95,0.0,3.9,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_126-0418-0711_pic1_1.jpg,https://www.bergfreunde.de/groundies-womens-panama-barfussschuhe/
Women's Old Bonsai,Natural World,"ab 44,46 €",44.46,49.95,10.99,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0471-0111_pic1_1.jpg,https://www.bergfreunde.de/natural-world-womens-old-bonsai-sneaker/
Cinquantaquattro Mid Full Grain Leather Evo,Dolomite,"ab 116,97 €",116.97,179.95,35.0,4.9,34,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1014-0111_pic1_1.jpg,https://www.bergfreunde.de/dolomite-cinquantaquattro-mid-full-grain-leather-evo-sneaker/
Women's Trail Glove 7,Merrell,"ab 80,97 €",80.97,134.95,40.0,4.6,16,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1065-1211_pic1_1.jpg,https://www.bergfreunde.de/merrell-womens-trail-glove-7-barfussschuhe/
Classic,Source,"ab 75,95 €",75.95,75.95,0.0,4.6,25,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0131-1511_pic1_1.jpg,https://www.bergfreunde.de/source-classic-sandalen/
Women's Experience Flow 3,Altra,"ab 113,96 €",113.96,149.95,24.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2264-0611_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-experience-flow-3-runningschuhe/
Terräng Low Neo,Tretorn,"65,97 €",65.97,119.95,45.0,4.6,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_031-0132-0111_pic1_1.jpg,https://www.bergfreunde.de/tretorn-terraeng-low-neo-gummistiefel/
Women's Vapor Glove 6,Merrell,"80,47 €",80.47,114.95,30.0,4.7,18,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1066-1111_pic1_1.jpg,https://www.bergfreunde.de/merrell-womens-vapor-glove-6-barfussschuhe/
Trango TRK Leather GTX,La Sportiva,"ab 213,11 €",213.11,244.95,13.0,4.5,53,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0235-0911_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-trango-trk-leather-gtx-wanderschuhe/
Girl's Alesund Sandal,Trollkids,"ab 37,95 €",37.95,37.95,0.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3170-0211_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-alesund-sandal-sandalen/
Women's Rush Trek Pro GTX,Scarpa,"155,97 €",155.97,239.95,35.0,4.0,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0584-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-womens-rush-trek-pro-gtx-wanderschuhe/
Women's Speedgoat 6 GTX,HOKA,"ab 147,56 €",147.56,179.95,18.0,4.9,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1668-0111_pic1_1.jpg,https://www.bergfreunde.de/hoka-womens-speedgoat-6-gtx-trailrunningschuhe/
Adizero Evo SL,adidas,"ab 134,96 €",134.96,149.95,10.0,4.2,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2460-0311_pic1_1.jpg,https://www.bergfreunde.de/adidas-adizero-evo-sl-runningschuhe/
408,New Balance,"ab 66,36 €",66.36,79.95,17.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1818-0611_pic1_1.jpg,https://www.bergfreunde.de/new-balance-408-sneaker/
Women's Nova IV Mid GTX,Mammut,"ab 174,26 €",174.26,209.95,17.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1409-0411_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-nova-iv-mid-gtx-multisportschuhe/
Explorer GTX Lo,Lowa,"ab 177,96 €",177.96,199.95,11.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1354-0311_pic1_1.jpg,https://www.bergfreunde.de/lowa-explorer-gtx-lo-wanderschuhe/
Adizero Boston 13,adidas,"ab 103,97 €",103.97,159.95,35.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2459-0511_pic1_1.jpg,https://www.bergfreunde.de/adidas-adizero-boston-13-runningschuhe/
Ultra Glide 4,Salomon,"ab 137,95 €",137.95,137.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2766-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-ultra-glide-4-trailrunningschuhe/
Kid's Deen Nappa,Koel,"79,95 €",79.95,79.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4302-0411_pic1_1.jpg,https://www.bergfreunde.de/koel-kids-deen-nappa-sandalen/
Old Crabe,Natural World,"ab 46,71 €",46.71,54.95,15.0,3.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-0803-1211_pic1_1.jpg,https://www.bergfreunde.de/natural-world-old-crabe-sneaker/
Women's Experience Wild 3+,Altra,"149,95 €",149.95,149.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2266-0311_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-experience-wild-3-trailrunningschuhe/
Women's H-Trail,Xero Shoes,"53,97 €",53.97,89.95,40.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_126-0211-0111_pic1_1.jpg,https://www.bergfreunde.de/xero-shoes-womens-h-trail-barfussschuhe/
Innovo GTX Lo,Lowa,"167,35 €",167.35,167.35,0.0,4.9,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0470-0411_pic1_1.jpg,https://www.bergfreunde.de/lowa-innovo-gtx-lo-approachschuhe/
Women's X Ultra 360 GTX,Salomon,"ab 134,80 €",134.8,134.8,0.0,4.1,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0971-0811_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-x-ultra-360-gtx-multisportschuhe/
Ultra Raptor 3,La Sportiva,"ab 156,70 €",156.7,156.7,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1564-0411_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-ultra-raptor-3-multisportschuhe/
Cloudrunner 2,On,"119,96 €",119.96,159.95,25.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-1685-0711_pic1_1.jpg,https://www.bergfreunde.de/on-cloudrunner-2-runningschuhe/
Women's Pedroc 2 Max,Salewa,"ab 128,75 €",128.75,128.75,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1483-0311_pic1_1.jpg,https://www.bergfreunde.de/salewa-womens-pedroc-2-max-multisportschuhe/
Girl's Preikestolen Sandal XT,Trollkids,"ab 34,95 €",34.95,34.95,0.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4121-0211_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-preikestolen-sandal-xt-sandalen/
Arizona FL WB,Birkenstock,"129,95 €",129.95,129.95,0.0,5.0,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0552-0311_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-arizona-fl-wb-sandalen/
Women's XA Pro 3D V9,Salomon,"ab 130,46 €",130.46,149.95,13.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0898-1011_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-xa-pro-3d-v9-multisportschuhe/
Women's Examotion,Salomon,"103,96 €",103.96,129.95,20.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1349-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-examotion-multisportschuhe/
Women's Akyra II GTX,La Sportiva,"ab 149,36 €",149.36,179.95,17.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-1072-0211_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-akyra-ii-gtx-multisportschuhe/
Addict,Joe Nimble,"ab 135,16 €",135.16,168.95,20.0,4.3,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-1651-0311_pic1_1.jpg,https://www.bergfreunde.de/joe-nimble-addict-runningschuhe/
Women's Olympus 6 Hike Low GTX,Altra,"199,45 €",199.45,199.45,0.0,4.6,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0857-0111_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-olympus-6-hike-low-gtx-wanderschuhe/
XA Pro 3D V9 Wide GTX,Salomon,"149,56 €",149.56,169.95,12.0,4.4,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-0951-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-xa-pro-3d-v9-wide-gtx-multisportschuhe/
Prodigio Hike GTX,La Sportiva,"ab 146,26 €",146.26,189.95,23.0,3.9,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1253-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-prodigio-hike-gtx-multisportschuhe/
Mercury IV Low GTX,Mammut,"ab 152,96 €",152.96,179.95,15.0,4.9,23,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1486-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-mercury-iv-low-gtx-multisportschuhe/
Uneek,Keen,"119,95 €",119.95,119.95,0.0,4.3,17,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0184-2611_pic1_1.jpg,https://www.bergfreunde.de/keen-uneek-sandalen/
Women's Mach 7,HOKA,"127,96 €",127.96,159.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2355-0111_pic1_1.jpg,https://www.bergfreunde.de/hoka-womens-mach-7-runningschuhe/
Women's XT-Evr GORE-TEX,Salomon,"129,95 €",129.95,129.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-1233-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-xt-evr-gore-tex-sneaker/
Women's Vapor Glove 6 Leather,Merrell,"80,97 €",80.97,134.95,40.0,4.6,31,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_126-0203-0611_pic1_1.jpg,https://www.bergfreunde.de/merrell-womens-vapor-glove-6-leather-barfussschuhe/
Women's Mam Alou,Plakton,"ab 56,95 €",56.95,56.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1284-0411_pic1_1.jpg,https://www.bergfreunde.de/plakton-womens-mam-alou-sandalen/
X Ultra 5 Mid GORE-TEX,Salomon,"ab 160,16 €",160.16,179.95,11.0,3.5,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1251-0611_pic1_1.jpg,https://www.bergfreunde.de/salomon-x-ultra-5-mid-gore-tex-wanderschuhe/
Women Whisper,Keen,"99,95 €",99.95,99.95,0.0,4.6,77,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0051-3811_pic1_1.jpg,https://www.bergfreunde.de/keen-women-whisper-sandalen/
Women's Cloudvista 2 Waterproof,On,"ab 149,36 €",149.36,179.95,17.0,4.8,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1587-0411_pic1_1.jpg,https://www.bergfreunde.de/on-womens-cloudvista-2-waterproof-trailrunningschuhe/
Akyra II,La Sportiva,"ab 139,16 €",139.16,159.95,13.0,4.9,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1137-0311_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-akyra-ii-multisportschuhe/
Women's Clifton 10,HOKA,"ab 124,76 €",124.76,159.95,22.0,4.6,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1883-1611_pic1_1.jpg,https://www.bergfreunde.de/hoka-womens-clifton-10-runningschuhe/
Women's 54 Low Evo,Dolomite,"ab 112,46 €",112.46,149.95,25.0,4.8,31,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0561-0911_pic1_1.jpg,https://www.bergfreunde.de/dolomite-womens-54-low-evo-freizeitschuhe/
Shoe Vernale Leather High GTX,Dolomite,"ab 190,86 €",190.86,229.95,17.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1175-0211_pic1_1.jpg,https://www.bergfreunde.de/dolomite-shoe-vernale-leather-high-gtx-wanderschuhe/
Kid's Terrex Agravic BOA Rain Ready,adidas Terrex,"ab 86,96 €",86.96,99.95,13.0,4.6,21,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-1443-1511_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-kids-terrex-agravic-boa-rain-ready-multisportschuhe/
Women's Sand,Zouri,"ab 94,00 €",94.0,94.0,0.0,4.5,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1188-0511_pic1_1.jpg,https://www.bergfreunde.de/zouri-womens-sand-sandalen/
Kid's Preikestolen Hiker,Trollkids,"44,96 €",44.96,59.95,25.0,4.2,23,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-2108-1111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-preikestolen-hiker-multisportschuhe/
Hyperport H2,Keen,"ab 113,95 €",113.95,113.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0938-0411_pic1_1.jpg,https://www.bergfreunde.de/keen-hyperport-h2-sandalen/
Women's Amphib Bold 2,Salomon,"ab 92,95 €",92.95,92.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0615-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-amphib-bold-2-freizeitschuhe/
Trabuco 14,Asics,"ab 119,96 €",119.96,159.95,25.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2701-0411_pic1_1.jpg,https://www.bergfreunde.de/asics-trabuco-14-trailrunningschuhe/
Women's Zionic ADV,Keen,"ab 132,95 €",132.95,132.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1416-0211_pic1_1.jpg,https://www.bergfreunde.de/keen-womens-zionic-adv-freizeitschuhe/
Women's Sneaker Addict,Joe Nimble,"ab 152,11 €",152.11,178.95,15.0,4.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-1114-0411_pic1_1.jpg,https://www.bergfreunde.de/joe-nimble-womens-sneaker-addict-sneaker/
Escalante 4,Altra,"ab 109,16 €",109.16,139.95,22.0,4.5,17,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-1793-1011_pic1_1.jpg,https://www.bergfreunde.de/altra-escalante-4-runningschuhe/
Rapid LT,Scarpa,"139,16 €",139.16,159.95,13.0,4.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0438-0211_pic1_1.jpg,https://www.bergfreunde.de/scarpa-rapid-lt-approachschuhe/
Women's Hurricane XLT3 CT,Teva,"113,95 €",113.95,113.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1424-0111_pic1_1.jpg,https://www.bergfreunde.de/teva-womens-hurricane-xlt3-ct-sandalen/
Kid's Barefoot Flexy Mini,Froddo,"ab 71,95 €",71.95,71.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-5256-0211_pic1_1.jpg,https://www.bergfreunde.de/froddo-kids-barefoot-flexy-mini-sandalen/
Women's Ultraventure 4,Topo Athletic,"166,20 €",166.2,166.2,0.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1944-0411_pic1_1.jpg,https://www.bergfreunde.de/topo-athletic-womens-ultraventure-4-trailrunningschuhe/
Mayari BF,Birkenstock,"89,95 €",89.95,89.95,0.0,5.0,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0768-0111_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-mayari-bf-sandalen/
Boulder X,La Sportiva,"ab 142,36 €",142.36,159.95,11.0,4.7,147,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0067-0611_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-boulder-x-approachschuhe/
Women's Mojito Trail Pro GTX,Scarpa,"ab 109,98 €",109.98,219.95,50.0,4.3,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0708-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-womens-mojito-trail-pro-gtx-multisportschuhe/
TX4 Evo Mid GTX,La Sportiva,"ab 200,06 €",200.06,229.95,13.0,3.8,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0412-0311_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-tx4-evo-mid-gtx-approachschuhe/
Gizeh BF,Birkenstock,"89,95 €",89.95,89.95,0.0,4.8,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0555-0111_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-gizeh-bf-sandalen/
Women's Tx4 Evo ST,La Sportiva,"169,95 €",169.95,169.95,0.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_142-0332-0211_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-tx4-evo-st-approachschuhe/
Women's Bluecliff ES,Hanwag,"155,97 €",155.97,259.95,40.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0744-0111_pic1_1.jpg,https://www.bergfreunde.de/hanwag-womens-bluecliff-es-wanderschuhe/
Kid's Madison 2.0,Koel,"ab 74,95 €",74.95,74.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3295-0311_pic1_1.jpg,https://www.bergfreunde.de/koel-kids-madison-20-barfussschuhe/
Pedroc 2 PTX,Salewa,"ab 137,95 €",137.95,137.95,0.0,4.3,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1363-0111_pic1_1.jpg,https://www.bergfreunde.de/salewa-pedroc-2-ptx-multisportschuhe/
XC503,Shimano,"ab 143,96 €",143.96,179.95,20.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_036-1256-0211_pic1_1.jpg,https://www.bergfreunde.de/shimano-xc503-radschuhe/
Women's X Ultra 360 Edge,Salomon,"ab 124,15 €",124.15,124.15,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0969-0611_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-x-ultra-360-edge-multisportschuhe/
Women's Techamphibian 5,Salomon,"104,45 €",104.45,104.45,0.0,5.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_130-0078-0711_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-techamphibian-5-wassersportschuhe/
X Ultra 360 GTX,Salomon,"ab 121,76 €",121.76,144.95,16.0,4.6,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1030-0711_pic1_1.jpg,https://www.bergfreunde.de/salomon-x-ultra-360-gtx-multisportschuhe/
Kids Seacamp II CNX,Keen,"ab 44,95 €",44.95,44.95,0.0,4.7,40,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-0206-5711_pic1_1.jpg,https://www.bergfreunde.de/keen-kids-seacamp-ii-cnx-sandalen/
Women's Ultra Raptor 3 Mid GTX,La Sportiva,"ab 177,96 €",177.96,199.95,11.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-1142-0311_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-ultra-raptor-3-mid-gtx-wanderschuhe/
Benito,Plakton,"56,95 €",56.95,56.95,0.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0797-0711_pic1_1.jpg,https://www.bergfreunde.de/plakton-benito-sandalen/
Kid's Sandale Vegan Breezy,Affenzahn,"71,20 €",71.2,71.2,0.0,4.2,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3152-0211_pic1_1.jpg,https://www.bergfreunde.de/affenzahn-kids-sandale-vegan-breezy-sandalen/
Women's X Ultra 5 Mid GORE-TEX,Salomon,"ab 160,16 €",160.16,179.95,11.0,4.8,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-1005-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-x-ultra-5-mid-gore-tex-wanderschuhe/
Trailcross XT,Five Ten,"ab 135,96 €",135.96,159.95,15.0,4.1,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_036-0917-0411_pic1_1.jpg,https://www.bergfreunde.de/five-ten-trailcross-xt-radschuhe/
Maddox Pro GTX Lo,Lowa,"ab 143,96 €",143.96,179.95,20.0,4.3,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1352-0511_pic1_1.jpg,https://www.bergfreunde.de/lowa-maddox-pro-gtx-lo-multisportschuhe/
Kid's Trollfjord Hiker Low XT,Trollkids,"ab 52,47 €",52.47,74.95,29.99,3.8,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4133-0611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trollfjord-hiker-low-xt-multisportschuhe/
Kid's Terrex AX4R Rain.RDY Mid,adidas Terrex,"ab 71,36 €",71.36,84.95,16.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3830-0511_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-kids-terrex-ax4r-rainrdy-mid-wanderschuhe/
Skychaser,adidas Terrex,"ab 116,16 €",116.16,139.95,17.0,4.3,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1290-0611_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-skychaser-multisportschuhe/
